person_name,owner,person_link,office_name,region,position,reported_year,тип объекта,площадь,режим собственности
Коротков А В,Ребенок,https://declarator.org/person/559315,Комитет по контролю за имуществом Санкт-Петербурга,Санкт-Петербург,Председатель Комитета,2017,Жилой дом,160.0,В пользовании
Коротков А В,Ребенок,https://declarator.org/person/559315,Комитет по контролю за имуществом Санкт-Петербурга,Санкт-Петербург,Начальник Инспекции,2016,Жилой дом,160.0,В пользовании
Коротков А В,Ребенок,https://declarator.org/person/559315,Комитет по контролю за имуществом Санкт-Петербурга,Санкт-Петербург,Начальник инспекции,2015,Жилой дом,160.0,В пользовании
Урюпин Александр Александрович,Супруг(а),https://declarator.org/person/1667892,Управление делами Президента,федеральный орган,"генеральный директор ФГАУ ""Оздоровительный комплекс ""Рублево- Успенский""",2013,Квартира,90.0,Долевая собственность
